County,State,gisjoin,Obama 2012 %,Romney 2012 %,Other 2012 %,Obama 2012 Margin %,Obama 2-Party Margin,Clinton 2016 %,Trump 2016 %,Other 2016 %,Clinton 2016 Margin %,Clinton 2-Party Margin,2012 to 2016 Swing,2012 to 2016 2-Party Swing
Autauga,Alabama,G0100010,0.265878322,0.726182517,0.007939161,-0.460304195,-0.46398787,0.237696712,0.727665879,0.034637408,-0.489969167,-0.507549361,-0.029664971,-0.043561492
Baldwin,Alabama,G0100030,0.215894443,0.773582695,0.010522862,-0.557688251,-0.563619138,0.19385601,0.765457123,0.040686867,-0.571601113,-0.595844145,-0.013912862,-0.032225007
Barbour,Alabama,G0100050,0.513684942,0.482231297,0.004083761,0.031453645,0.031582621,0.465278441,0.520966664,0.013754895,-0.055688222,-0.056464891,-0.087141867,-0.088047512
Bibb,Alabama,G0100070,0.26152019,0.728266033,0.010213777,-0.466745843,-0.471562275,0.212495748,0.764032203,0.023472049,-0.551536455,-0.564793312,-0.084790612,-0.093231037
Blount,Alabama,G0100090,0.12371907,0.864658835,0.011622094,-0.740939765,-0.749652295,0.084258246,0.893348445,0.022393309,-0.809090199,-0.827623426,-0.068150433,-0.077971131
Bullock,Alabama,G0100110,0.763059,0.235062007,0.001878993,0.527996994,0.528990964,0.749469214,0.242038217,0.008492569,0.507430998,0.511777302,-0.020565996,-0.017213662
Butler,Alabama,G0100130,0.460614996,0.535699242,0.003685762,-0.075084246,-0.075362012,0.426706367,0.561268896,0.012024737,-0.134562529,-0.136200301,-0.059478283,-0.060838289
Calhoun,Alabama,G0100150,0.335322222,0.654560391,0.010117388,-0.319238169,-0.322501037,0.276658867,0.68663296,0.036708173,-0.409974093,-0.425596981,-0.090735924,-0.103095944
Chambers,Alabama,G0100170,0.470262131,0.521935528,0.007802341,-0.051673397,-0.052079741,0.416115108,0.564244604,0.019640288,-0.148129496,-0.151097087,-0.0964561,-0.099017346
Cherokee,Alabama,G0100190,0.218018202,0.767563146,0.014418652,-0.549544943,-0.557584561,0.144134911,0.83415634,0.021708749,-0.690021429,-0.705333333,-0.140476486,-0.147748772
Chilton,Alabama,G0100210,0.194536708,0.797846753,0.007616539,-0.603310045,-0.607940447,0.158473515,0.821002776,0.020523708,-0.662529261,-0.676411739,-0.059219217,-0.068471292
Choctaw,Alabama,G0100230,0.475150602,0.521084337,0.00376506,-0.045933735,-0.046107332,0.426357652,0.563082831,0.010559517,-0.136725178,-0.138184338,-0.090791443,-0.092077006
Clarke,Alabama,G0100250,0.457295502,0.539311241,0.003393257,-0.082015739,-0.082294987,0.441178728,0.547924181,0.010897092,-0.106745453,-0.107921484,-0.024729714,-0.025626496
Clay,Alabama,G0100270,0.266736716,0.723056139,0.010207145,-0.456319424,-0.461025174,0.186745169,0.791817633,0.021437198,-0.605072464,-0.618327677,-0.14875304,-0.157302502
Cleburne,Alabama,G0100290,0.154004758,0.836161776,0.009833466,-0.682157018,-0.688931604,0.103746398,0.874260579,0.021993023,-0.770514182,-0.787841191,-0.088357163,-0.098909588
Coffee,Alabama,G0100310,0.24911482,0.741831057,0.009054122,-0.492716237,-0.49721811,0.203255164,0.764433958,0.032310878,-0.561178793,-0.579916401,-0.068462557,-0.082698291
Colbert (new),Alabama,G0100330,0.391960659,0.595937567,0.012101775,-0.203976908,-0.20647563,0.293477825,0.672125226,0.03439695,-0.378647401,-0.392135672,-0.174670493,-0.185660042
Conecuh,Alabama,G0100350,0.506266021,0.489746511,0.003987468,0.01651951,0.016585645,0.467729689,0.519362187,0.012908125,-0.051632498,-0.052307692,-0.068152008,-0.068893337
Coosa,Alabama,G0100370,0.41582843,0.578667679,0.005503891,-0.162839248,-0.163740458,0.339299315,0.64375476,0.016945925,-0.304455446,-0.309703661,-0.141616197,-0.145963203
Covington,Alabama,G0100390,0.204759126,0.787978992,0.007261882,-0.583219866,-0.587486121,0.149749059,0.832308658,0.017942284,-0.682559599,-0.695030024,-0.099339732,-0.107543903
Crenshaw,Alabama,G0100410,0.319414148,0.674820817,0.005765036,-0.355406669,-0.357467482,0.265517792,0.72012127,0.014360938,-0.454603479,-0.461227133,-0.09919681,-0.103759651
Cullman,Alabama,G0100430,0.146617523,0.841599675,0.011782802,-0.694982152,-0.703268627,0.100282523,0.871042695,0.028674782,-0.770760172,-0.793514013,-0.07577802,-0.090245387
Dale,Alabama,G0100450,0.284852077,0.706364175,0.008783747,-0.421512098,-0.425247363,0.235372553,0.736465945,0.028161502,-0.501093392,-0.515613852,-0.079581294,-0.090366489
Dallas,Alabama,G0100470,0.697370305,0.300100224,0.002529471,0.397270081,0.398277512,0.68305662,0.30805662,0.00888676,0.375,0.378362416,-0.022270081,-0.019915096
Dekalb,Alabama,G0100490,0.219544902,0.768176675,0.012278423,-0.548631773,-0.555451846,0.140246264,0.828815922,0.030937815,-0.688569659,-0.710552603,-0.139937885,-0.155100757
Elmore,Alabama,G0100510,0.252331971,0.739833733,0.007834296,-0.487501761,-0.491351152,0.226596887,0.741653248,0.031749866,-0.515056361,-0.531945561,-0.027554599,-0.040594409
Escambia,Alabama,G0100530,0.369157307,0.624588069,0.006254624,-0.255430762,-0.257038441,0.310205456,0.669248905,0.020545638,-0.359043449,-0.366574966,-0.103612687,-0.109536525
Etowah,Alabama,G0100550,0.301034564,0.684928286,0.01403715,-0.383893722,-0.389359216,0.236436917,0.732564985,0.030998098,-0.496128068,-0.511999065,-0.112234346,-0.12263985
Fayette,Alabama,G0100570,0.228668513,0.761892776,0.009438711,-0.533224264,-0.538305171,0.165110923,0.813674385,0.021214693,-0.648563462,-0.662620758,-0.115339199,-0.124315587
Franklin,Alabama,G0100590,0.292015839,0.69684133,0.011142831,-0.40482549,-0.409387223,0.182475083,0.786212625,0.031312292,-0.603737542,-0.623253022,-0.198912051,-0.213865799
Geneva,Alabama,G0100610,0.180123675,0.810512368,0.009363958,-0.630388693,-0.636347423,0.129698928,0.849974486,0.020326586,-0.720275557,-0.735220071,-0.089886864,-0.098872648
Greene,Alabama,G0100630,0.846629214,0.150561798,0.002808989,0.696067416,0.698028169,0.822336066,0.171721312,0.005942623,0.650614754,0.654504226,-0.045452662,-0.043523943
Hale,Alabama,G0100650,0.626055768,0.37139882,0.002545412,0.254656948,0.255306809,0.593905473,0.394651741,0.011442786,0.199253731,0.201560141,-0.055403216,-0.053746668
Henry,Alabama,G0100670,0.351940639,0.642465753,0.005593607,-0.290525114,-0.292159339,0.2839445,0.697720515,0.018334985,-0.413776016,-0.421504291,-0.123250902,-0.129344952
Houston,Alabama,G0100690,0.295028389,0.698268047,0.006703564,-0.403239658,-0.405961044,0.250099674,0.7206548,0.029245526,-0.470555126,-0.484731349,-0.067315467,-0.078770305
Jackson,Alabama,G0100710,0.28293726,0.701705788,0.015356952,-0.418768528,-0.425299837,0.175038124,0.794510103,0.030451773,-0.619471979,-0.638928484,-0.200703451,-0.213628646
Jefferson,Alabama,G0100730,0.52604979,0.466188248,0.007761962,0.059861542,0.060329819,0.515705593,0.443037434,0.041256973,0.072668159,0.075795241,0.012806618,0.015465422
Lamar,Alabama,G0100750,0.229695786,0.761512699,0.008791515,-0.531816913,-0.536533859,0.148722366,0.835917313,0.015360322,-0.687194947,-0.697915148,-0.155378034,-0.161381289
Lauderdale,Alabama,G0100770,0.338831113,0.647573394,0.013595493,-0.308742281,-0.312997639,0.251790006,0.705857053,0.042352941,-0.454067046,-0.474148636,-0.145324765,-0.161150997
Lawrence,Alabama,G0100790,0.359197846,0.628826531,0.011975624,-0.269628685,-0.272896794,0.244588307,0.730528019,0.024883674,-0.485939713,-0.498340249,-0.216311028,-0.225443455
Lee,Alabama,G0100810,0.393329531,0.592247834,0.014422635,-0.198918302,-0.201829211,0.358669392,0.584835532,0.056495075,-0.22616614,-0.239708489,-0.027247838,-0.037879278
Limestone,Alabama,G0100830,0.277193378,0.713359091,0.009447531,-0.436165713,-0.440325703,0.234972949,0.721372909,0.043654142,-0.48639996,-0.508602569,-0.050234248,-0.068276866
Lowndes,Alabama,G0100850,0.764127111,0.233479591,0.002393299,0.53064752,0.531920565,0.730550569,0.261968881,0.007480551,0.468581688,0.472113355,-0.062065833,-0.05980721
Macon,Alabama,G0100870,0.870213585,0.128054647,0.001731768,0.742158938,0.743446415,0.827789934,0.156564551,0.015645514,0.671225383,0.681893965,-0.070933555,-0.06155245
Madison,Alabama,G0100890,0.399944537,0.586125281,0.013930181,-0.186180744,-0.188810914,0.384493448,0.547894901,0.067611651,-0.163401453,-0.175250423,0.022779291,0.013560491
Marengo,Alabama,G0100910,0.534541042,0.462511918,0.00294704,0.072029124,0.072242024,0.510733127,0.475986902,0.013279971,0.034746225,0.035213864,-0.037282898,-0.037028159
Marion,Alabama,G0100930,0.185790996,0.801073936,0.013135068,-0.615282941,-0.623472292,0.110289587,0.868299446,0.021410967,-0.758009858,-0.77459468,-0.142726917,-0.151122388
Marshall,Alabama,G0100950,0.193422588,0.794294663,0.012282749,-0.600872075,-0.608344214,0.139228678,0.827755125,0.033016197,-0.688526447,-0.712035139,-0.087654372,-0.103690925
Mobile,Alabama,G0100970,0.450407174,0.542667444,0.006925382,-0.092260271,-0.092903664,0.417895413,0.550640569,0.031464018,-0.132745156,-0.137057537,-0.040484885,-0.044153872
Monroe,Alabama,G0100990,0.458909227,0.536141203,0.00494957,-0.077231976,-0.077616143,0.421770032,0.564209911,0.014020056,-0.142439879,-0.144465291,-0.065207903,-0.066849148
Montgomery,Alabama,G0101010,0.618941564,0.376084141,0.004974295,0.242857423,0.244071507,0.614489247,0.354648616,0.030862137,0.259840631,0.26811524,0.016983208,0.024043733
Morgan,Alabama,G0101030,0.272469233,0.71753543,0.009995337,-0.445066196,-0.449559697,0.222217834,0.740186399,0.037595767,-0.517968565,-0.538202708,-0.072902369,-0.088643011
Perry,Alabama,G0101050,0.748975242,0.246925726,0.004099033,0.502049516,0.504115904,0.724516862,0.266578249,0.008904888,0.457938613,0.462053145,-0.044110903,-0.042062759
Pickens,Alabama,G0101070,0.46353137,0.533139111,0.003329518,-0.069607741,-0.069840276,0.416264934,0.571787885,0.011947181,-0.155522951,-0.157403479,-0.08591521,-0.087563203
Pike,Alabama,G0101090,0.427801801,0.564471539,0.007726661,-0.136669738,-0.137733962,0.383961118,0.58421932,0.031819563,-0.200258202,-0.206839752,-0.063588463,-0.06910579
Randolph,Alabama,G0101110,0.296018465,0.69474899,0.009232545,-0.398730525,-0.402446127,0.224894473,0.75635614,0.018749386,-0.531461667,-0.541616647,-0.132731142,-0.13917052
Russell,Alabama,G0101130,0.556173526,0.438476614,0.00534986,0.117696912,0.118329961,0.497455339,0.47829248,0.024252181,0.019162858,0.019639151,-0.098534054,-0.09869081
Shelby,Alabama,G0101170,0.216751165,0.772222643,0.011026193,-0.555471478,-0.561664499,0.226924368,0.721156695,0.051918937,-0.494232327,-0.521297541,0.061239151,0.040366958
St Clair,Alabama,G0101150,0.165044953,0.825964493,0.008990554,-0.66091954,-0.66691548,0.145546875,0.824244792,0.030208333,-0.678697917,-0.699838883,-0.017778376,-0.032923403
Sumter,Alabama,G0101190,0.771452967,0.225700868,0.002846165,0.545752099,0.547309833,0.740290126,0.246607394,0.01310248,0.493682733,0.500237079,-0.052069366,-0.047072754
Talladega,Alabama,G0101210,0.416654182,0.576693735,0.006652084,-0.160039553,-0.161111279,0.36282815,0.617056306,0.020115545,-0.254228156,-0.259447075,-0.094188603,-0.098335796
Tallapoosa,Alabama,G0101230,0.335599341,0.658346168,0.00605449,-0.322746827,-0.324712797,0.283228985,0.697629067,0.019141948,-0.414400082,-0.422487312,-0.091653255,-0.097774515
Tuscaloosa,Alabama,G0101250,0.40778725,0.582109683,0.010103067,-0.174322433,-0.176101599,0.384062878,0.577061669,0.038875453,-0.192998791,-0.200805183,-0.018676358,-0.024703584
Walker,Alabama,G0101270,0.229900775,0.759124855,0.01097437,-0.529224081,-0.535096427,0.152585505,0.823357763,0.024056732,-0.670772258,-0.687306609,-0.141548178,-0.152210183
Washington,Alabama,G0101290,0.339029392,0.656299841,0.004670768,-0.317270449,-0.3187593,0.278213993,0.708074534,0.013711473,-0.429860541,-0.435836502,-0.112590093,-0.117077203
Wilcox,Alabama,G0101310,0.743092658,0.256296749,0.000610594,0.486795909,0.487093325,0.709218699,0.283916313,0.006864989,0.425302386,0.428242265,-0.061493523,-0.058851061
Winston,Alabama,G0101330,0.132386247,0.855672226,0.011941528,-0.723285979,-0.732027506,0.084553476,0.89479298,0.020653544,-0.810239504,-0.827326733,-0.086953525,-0.095299227
Aleutians East Borough,Alaska,G0200130,0.426157513,0.532232768,0.041609719,-0.106075255,-0.110680645,0.315108779,0.557862476,0.127028745,-0.242753697,-0.278077537,-0.136678442,-0.167396892
Aleutians West Census Area,Alaska,G0200160,0.627585084,0.344354582,0.028060334,0.283230503,0.291407494,0.569937817,0.328605716,0.101456468,0.241332101,0.268581424,-0.041898401,-0.02282607
Anchorage Municipality,Alaska,G0200200,0.431757885,0.53037904,0.037863076,-0.098621155,-0.102502203,0.41544926,0.469122261,0.115428479,-0.053673,-0.060676835,0.044948154,0.041825368
Bethel Census Area,Alaska,G0200500,0.712096875,0.239372902,0.048530223,0.472723973,0.496835511,0.549803684,0.223436293,0.226760024,0.326367391,0.422077752,-0.146356582,-0.074757759
Bristol Bay Borough,Alaska,G0200600,0.345541735,0.590687521,0.063770744,-0.245145787,-0.261843758,0.300486639,0.590897363,0.108615997,-0.290410724,-0.32579755,-0.045264938,-0.063953792
Denali Borough,Alaska,G0200680,0.440750394,0.51353601,0.045713596,-0.072785616,-0.076272297,0.354529822,0.528509984,0.116960194,-0.173980163,-0.197024145,-0.101194547,-0.120751848
Dillingham Census Area,Alaska,G0200700,0.590440569,0.360507435,0.049051996,0.229933134,0.241793593,0.519564122,0.34572494,0.134710939,0.173839182,0.200903016,-0.056093952,-0.040890577
Fairbanks North Star Borough,Alaska,G0200900,0.362869662,0.585989019,0.051141319,-0.223119358,-0.235144982,0.330421361,0.538679477,0.130899162,-0.208258115,-0.239624801,0.014861242,-0.004479819
Haines Borough,Alaska,G0201000,0.454006263,0.477337553,0.068656184,-0.023331291,-0.025051211,0.446085639,0.406566815,0.147347547,0.039518824,0.046348104,0.062850115,0.071399315
Hoonah-Angoon Census Area,Alaska,G0201050,0.592464417,0.361365134,0.04617045,0.231099283,0.242285723,0.526404912,0.316239685,0.157355403,0.210165227,0.24941147,-0.020934055,0.007125746
Juneau City and Borough,Alaska,G0201100,0.574149727,0.379169695,0.046680579,0.194980032,0.204527494,0.531015516,0.345869172,0.123115312,0.185146344,0.211141039,-0.009833688,0.006613545
Kenai Peninsula Borough,Alaska,G0201220,0.297209199,0.659687707,0.043103094,-0.362478508,-0.378806229,0.261211022,0.633980575,0.104808403,-0.372769553,-0.41641315,-0.010291045,-0.037606922
Ketchikan Gateway Borough,Alaska,G0201300,0.383159544,0.553142686,0.06369777,-0.169983141,-0.181547299,0.313810225,0.550793749,0.135396026,-0.236983525,-0.274094882,-0.067000383,-0.092547583
Kodiak Island Borough,Alaska,G0201500,0.387476309,0.570259539,0.042264153,-0.18278323,-0.190849314,0.343765728,0.527977147,0.128257125,-0.18421142,-0.211313938,-0.00142819,-0.020464624
Lake and Peninsula Borough,Alaska,G0201640,0.56872374,0.38464988,0.04662638,0.18407386,0.193076309,0.386039431,0.347866706,0.266093864,0.038172725,0.052013089,-0.145901135,-0.141063221
Matanuska-Susitna Borough,Alaska,G0201700,0.243250827,0.712667422,0.044081751,-0.469416595,-0.491063535,0.190455379,0.7061459,0.103398721,-0.515690521,-0.575161483,-0.046273926,-0.084097948
Nome Census Area,Alaska,G0201800,0.636470038,0.307812264,0.055717698,0.328657775,0.348050338,0.512812941,0.283586422,0.203600638,0.229226519,0.287828607,-0.099431255,-0.060221731
North Slope Borough,Alaska,G0201850,0.630044261,0.32933997,0.040615769,0.300704291,0.313434681,0.469729098,0.346485685,0.183785217,0.123243413,0.150993851,-0.177460877,-0.16244083
Northwest Arctic Borough,Alaska,G0201880,0.654400913,0.3054867,0.040112387,0.348914213,0.363494859,0.533098983,0.25813946,0.208761557,0.274959523,0.347505263,-0.07395469,-0.015989596
Petersburg Census Area,Alaska,G0201950,0.448624049,0.501456327,0.049919625,-0.052832278,-0.05560822,0.333902061,0.536554475,0.129543464,-0.202652413,-0.232811639,-0.149820135,-0.17720342
Prince of Wales-Hyder Census Area,Alaska,G0201980,0.523052297,0.421061726,0.055885977,0.101990572,0.108027811,0.380282519,0.457532412,0.162185069,-0.077249893,-0.092204006,-0.179240465,-0.200231818
Sitka City and Borough,Alaska,G0202200,0.529980069,0.414628333,0.055391598,0.115351736,0.122115933,0.476746637,0.409118975,0.114134388,0.067627662,0.076340769,-0.047724074,-0.045775163
Skagway Municipality,Alaska,G0202300,0.579742687,0.305755441,0.114501872,0.273987246,0.309415952,0.534833831,0.276131371,0.189034798,0.25870246,0.319005623,-0.015284786,0.009589672
Southeast Fairbanks Census Area,Alaska,G0202400,0.220268485,0.728434959,0.051296557,-0.508166473,-0.535643121,0.194777802,0.711152638,0.09406956,-0.516374835,-0.569993912,-0.008208362,-0.034350791
Valdez-Cordova Census Area,Alaska,G0202610,0.362652228,0.58088286,0.056464912,-0.218230632,-0.231290425,0.282810806,0.571147955,0.146041239,-0.288337149,-0.337647627,-0.070106517,-0.106357201
Wade Hampton Census Area,Alaska,G0202700,0.769919918,0.174757075,0.055323008,0.595162843,0.630017295,0.590913447,0.197005973,0.21208058,0.393907474,0.499933703,-0.201255369,-0.130083591
Wrangell City and Borough,Alaska,G0202750,0.317244738,0.646233284,0.036521979,-0.328988546,-0.341459316,0.241064178,0.66889618,0.090039642,-0.427832002,-0.470165539,-0.098843456,-0.128706223
Yakutat City and Borough,Alaska,G0202820,0.560504874,0.400545061,0.038950065,0.159959813,0.166442769,0.47097034,0.396040374,0.132989285,0.074929966,0.086423345,-0.085029847,-0.080019424
Yukon-Koyukuk Census Area,Alaska,G0202900,0.615927959,0.340336199,0.043735842,0.27559176,0.288196267,0.570524968,0.297543022,0.13193201,0.272981947,0.314470698,-0.002609813,0.026274432
Apache,Arizona,G0400010,0.663378211,0.319173631,0.017448158,0.344204581,0.350316967,0.617584325,0.297892339,0.084523336,0.319691985,0.34920823,-0.024512596,-0.001108737
Cochise,Arizona,G0400030,0.378466625,0.601942738,0.019590637,-0.223476114,-0.227941636,0.348895331,0.561671499,0.08943317,-0.212776167,-0.233674411,0.010699947,-0.005732775
Coconino,Arizona,G0400050,0.565560302,0.410198914,0.024240784,0.155361389,0.159221031,0.542017931,0.353071056,0.104911013,0.188946875,0.211092839,0.033585487,0.051871808
Gila,Arizona,G0400070,0.357534374,0.625,0.017465626,-0.267465626,-0.272220121,0.311,0.6299,0.0591,-0.3189,-0.338930811,-0.051434374,-0.06671069
Graham,Arizona,G0400090,0.304428511,0.681231548,0.014339941,-0.376803037,-0.382284981,0.2688,0.6534,0.0778,-0.3846,-0.417046194,-0.007796963,-0.034761213
Greenlee,Arizona,G0400110,0.440484196,0.535305985,0.024209818,-0.094821789,-0.097174362,0.3309,0.5733,0.0958,-0.2424,-0.268082283,-0.147578211,-0.17090792
La Paz,Arizona,G0400120,0.328843799,0.64964142,0.02151478,-0.320797621,-0.327851269,0.264661401,0.672660057,0.062678541,-0.407998656,-0.435281463,-0.087201035,-0.107430194
Maricopa,Arizona,G0400130,0.437531873,0.544753654,0.017714473,-0.107221781,-0.109155411,0.448329989,0.476683756,0.074986255,-0.028353767,-0.030652266,0.078868014,0.078503146
Mohave,Arizona,G0400150,0.279003,0.702299672,0.018697329,-0.423296672,-0.431361989,0.218343069,0.729044444,0.052612486,-0.510701375,-0.53906281,-0.087404703,-0.107700821
Navajo,Arizona,G0400170,0.453863667,0.532583367,0.013552966,-0.0787197,-0.079801244,0.408472726,0.510671564,0.080855711,-0.102198839,-0.111189113,-0.023479139,-0.03138787
Pima,Arizona,G0400190,0.526490517,0.45723741,0.016272073,0.069253107,0.070398638,0.532826582,0.397087563,0.070085855,0.135739019,0.14596941,0.066485912,0.075570772
Pinal,Arizona,G0400210,0.409047685,0.573133915,0.0178184,-0.16408623,-0.167063026,0.369691075,0.562109212,0.068199713,-0.192418137,-0.206501479,-0.028331907,-0.039438453
Santa Cruz,Arizona,G0400230,0.682740751,0.304807831,0.012451418,0.377932921,0.382698054,0.711373456,0.23714477,0.051481774,0.474228686,0.499967922,0.096295766,0.117269868
Yavapai,Arizona,G0400250,0.338222829,0.642860704,0.018916466,-0.304637875,-0.310511658,0.310965487,0.62324159,0.065792923,-0.312276103,-0.334268612,-0.007638228,-0.023756954
Yuma,Arizona,G0400270,0.430457893,0.556622888,0.012919219,-0.126164994,-0.127816281,0.464157706,0.474721751,0.061120543,-0.010564045,-0.011251758,0.11560095,0.116564523
Arkansas,Arkansas,G0500010,0.378041269,0.600092393,0.021866338,-0.222051124,-0.227015113,0.312137798,0.615904701,0.071957502,-0.303766903,-0.327320035,-0.081715779,-0.100304921
Ashley,Arkansas,G0500030,0.360939275,0.614442621,0.024618104,-0.253503346,-0.259901631,0.297909192,0.660398367,0.041692441,-0.362489175,-0.378259747,-0.108985829,-0.118358116
Baxter,Arkansas,G0500050,0.267438854,0.707792544,0.024768602,-0.440353689,-0.451537646,0.210917738,0.742790651,0.046291612,-0.531872913,-0.557689247,-0.091519224,-0.106151601
Benton,Arkansas,G0500070,0.285602534,0.689478532,0.024918935,-0.403875998,-0.414197355,0.28923614,0.628676774,0.082087086,-0.339440635,-0.369796121,0.064435364,0.044401235
Boone,Arkansas,G0500090,0.245078293,0.725034111,0.029887597,-0.479955818,-0.494742482,0.181615046,0.759419031,0.058965924,-0.577803985,-0.61400963,-0.097848167,-0.119267148
Bradley,Arkansas,G0500110,0.396768894,0.584337349,0.018893757,-0.187568456,-0.191180575,0.360525595,0.592389817,0.047084588,-0.231864221,-0.243320885,-0.044295766,-0.05214031
Calhoun,Arkansas,G0500130,0.303587857,0.670653174,0.02575897,-0.367065317,-0.376770538,0.28162186,0.685764654,0.032613486,-0.404142794,-0.417767654,-0.037077477,-0.040997115
Carroll,Arkansas,G0500150,0.362957871,0.601492684,0.035549445,-0.238534813,-0.247327156,0.310652538,0.630786392,0.058561071,-0.320133854,-0.340047393,-0.081599041,-0.092720237
Chicot,Arkansas,G0500170,0.607429489,0.382939693,0.009630819,0.224489796,0.226672841,0.562739464,0.41091954,0.026340996,0.151819923,0.155927201,-0.072669873,-0.07074564
Clark,Arkansas,G0500190,0.4532049,0.516470448,0.030324652,-0.063265549,-0.065244052,0.424583627,0.51653765,0.058878724,-0.091954023,-0.097706879,-0.028688474,-0.032462827
Clay,Arkansas,G0500210,0.340117417,0.63111546,0.028767123,-0.290998043,-0.299617167,0.230576923,0.727115385,0.042307692,-0.496538462,-0.518473896,-0.205540419,-0.218856728
Cleburne,Arkansas,G0500230,0.224950631,0.746372456,0.028676913,-0.521421825,-0.536816052,0.173851883,0.782623087,0.043525031,-0.608771204,-0.636473743,-0.087349379,-0.099657691
Cleveland,Arkansas,G0500250,0.258726271,0.708205756,0.033067973,-0.449479486,-0.464851172,0.215563506,0.734048897,0.050387597,-0.518485391,-0.54599686,-0.069005905,-0.081145689
Columbia,Arkansas,G0500270,0.376203067,0.612374405,0.011422528,-0.236171338,-0.238900182,0.353325082,0.61393046,0.032744458,-0.260605379,-0.269427641,-0.024434041,-0.030527459
Conway,Arkansas,G0500290,0.388745149,0.583958603,0.027296248,-0.195213454,-0.200691581,0.335057399,0.611706825,0.053235776,-0.276649426,-0.292205197,-0.081435972,-0.091513615
Craighead,Arkansas,G0500310,0.332082019,0.641955836,0.025962145,-0.309873817,-0.318133238,0.296235909,0.643521772,0.060242319,-0.347285863,-0.36954831,-0.037412046,-0.051415071
Crawford,Arkansas,G0500330,0.237045311,0.735515517,0.027439172,-0.498470205,-0.512533706,0.199910913,0.74325167,0.056837416,-0.543340757,-0.576083877,-0.044870552,-0.06355017
Crittenden,Arkansas,G0500350,0.567540081,0.418640823,0.013819095,0.148899258,0.150985745,0.52720662,0.436559679,0.036233701,0.090646941,0.094054898,-0.058252317,-0.056930847
Cross,Arkansas,G0500370,0.341116599,0.638976201,0.0199072,-0.297859602,-0.303909591,0.290805935,0.666860634,0.04233343,-0.376054699,-0.39267811,-0.078195097,-0.08876852
Dallas,Arkansas,G0500390,0.433527886,0.539883269,0.026588846,-0.106355383,-0.109260493,0.420425839,0.544568748,0.035005413,-0.124142909,-0.128646223,-0.017787526,-0.01938573
Desha,Arkansas,G0500410,0.552714932,0.428959276,0.018325792,0.123755656,0.126065914,0.523373268,0.450786939,0.025839793,0.072586328,0.074511695,-0.051169328,-0.051554219
Drew,Arkansas,G0500430,0.396502337,0.586009347,0.017488316,-0.18950701,-0.19288016,0.358605004,0.60166793,0.039727066,-0.243062927,-0.253118585,-0.053555916,-0.060238426
Faulkner,Arkansas,G0500450,0.328533526,0.644524843,0.02694163,-0.315991317,-0.324740352,0.307803985,0.617459549,0.074736466,-0.309655564,-0.334667425,0.006335753,-0.009927073
Franklin,Arkansas,G0500470,0.263914373,0.708103976,0.027981651,-0.444189602,-0.456976561,0.203249631,0.744313146,0.052437223,-0.541063516,-0.571005456,-0.096873913,-0.114028895
Fulton,Arkansas,G0500490,0.32109686,0.652145069,0.026758072,-0.331048209,-0.340149966,0.223595977,0.72736798,0.049036044,-0.503772003,-0.529748788,-0.172723795,-0.189598822
Garland,Arkansas,G0500510,0.338931448,0.638725201,0.022343351,-0.299793754,-0.306645236,0.301703223,0.639308908,0.058987869,-0.337605686,-0.358768686,-0.037811932,-0.05212345
Grant,Arkansas,G0500530,0.226578176,0.74533107,0.028090755,-0.518752894,-0.533746228,0.184419073,0.768972465,0.046608462,-0.584553392,-0.613130459,-0.065800498,-0.079384231
Greene,Arkansas,G0500550,0.29067655,0.659181746,0.050141705,-0.368505196,-0.387958075,0.210342466,0.734246575,0.055410959,-0.52390411,-0.554637082,-0.155398914,-0.166679007
Hempstead,Arkansas,G0500570,0.356595868,0.618985696,0.024418437,-0.262389828,-0.268957346,0.337210952,0.624343879,0.03844517,-0.287132927,-0.29861316,-0.024743099,-0.029655814
Hot Spring,Arkansas,G0500590,0.340142096,0.630284192,0.029573712,-0.290142096,-0.298984168,0.263647019,0.6841929,0.05216008,-0.420545881,-0.44368872,-0.130403785,-0.144704553
Howard,Arkansas,G0500610,0.329672793,0.648139848,0.02218736,-0.318467055,-0.32569333,0.289045785,0.675438597,0.035515618,-0.386392811,-0.400621118,-0.067925756,-0.074927788
Independence,Arkansas,G0500630,0.264660805,0.7040413,0.031297895,-0.439380495,-0.453576484,0.211620391,0.729836933,0.058542677,-0.518216542,-0.550440821,-0.078836047,-0.096864336
Izard,Arkansas,G0500650,0.288745737,0.677339902,0.033914362,-0.388594165,-0.402235733,0.204295154,0.741923642,0.053781204,-0.537628488,-0.568186227,-0.149034323,-0.165950494
Jackson,Arkansas,G0500670,0.391808491,0.574527773,0.033663737,-0.182719282,-0.189084575,0.307020947,0.633630722,0.059348332,-0.326609775,-0.347216495,-0.143890493,-0.15813192
Jefferson,Arkansas,G0500690,0.637987072,0.347660958,0.01435197,0.290326115,0.294553538,0.609098633,0.357225612,0.033675755,0.251873021,0.260650628,-0.038453094,-0.033902911
Johnson,Arkansas,G0500710,0.345640899,0.62533959,0.029019511,-0.279698691,-0.288057993,0.266352063,0.668459175,0.065188762,-0.402107112,-0.430147922,-0.122408421,-0.142089929
Lafayette,Arkansas,G0500730,0.400477979,0.584841243,0.014680778,-0.184363264,-0.187110187,0.360839161,0.614685315,0.024475524,-0.253846154,-0.260215054,-0.06948289,-0.073104867
