FIPS,gisjoin,state,county,total_votes,dem_margin,CVAP,median_age,bachelor %,median_income,rural %,white %,black %,native %,asian %,hispanic %,evangelical,protestant,catholic,mormon
1001,G0100010,Alabama,Autauga,23932,-0.460304195,39580,37,0.217078306,53773,0.42,0.790929763,0.175341081,0.003916119,0.005432036,0.015159171,0.50399,0.082859,0.032359,0.015029
1003,G0100030,Alabama,Baldwin,85338,-0.557688251,136945,41.2,0.277415908,50706,0.423,0.873306802,0.088685239,0.005257585,0.003212969,0.019423856,0.318139,0.11014,0.076859,0.00561
1005,G0100050,Alabama,Barbour,11509,0.031453645,20895,38.2,0.145242862,31889,0.678,0.509691314,0.455850682,0.001196458,0.001196458,0.016032544,0.32025,0.077939,0.02094,0.00965
1007,G0100070,Alabama,Bibb,8420,-0.466745843,17330,39.4,0.089960046,36824,0.684,0.757934218,0.222158107,0.004616272,0.000577034,0.003750721,0.443329,0.013179,0,0
1009,G0100090,Alabama,Blount,24006,-0.740939765,41385,39.1,0.123814691,45192,0.9,0.950827595,0.013169023,0.002657968,0.002295518,0.018122508,0.5098,0.05295,0.08276,0.00508
1011,G0100110,Alabama,Bullock,5322,0.527996994,8025,40.7,0.118811881,34500,0.514,0.262928349,0.70529595,0.003115265,0,0.016199377,0.19718,0.05507,0.00449,0
1013,G0100130,Alabama,Butler,9496,-0.075084246,15625,40.3,0.128684042,30752,0.712,0.57344,0.41056,0.00128,0.00576,0.00448,0.413089,0.078909,0.00368,0.00487
1015,G0100150,Alabama,Calhoun,46257,-0.319238169,89120,38.7,0.160198204,40093,0.337,0.770253591,0.197710952,0.002805206,0.004937163,0.013801616,0.569809,0.05959,0.02692,0.009689
1017,G0100170,Alabama,Chambers,14611,-0.051673397,26160,41.4,0.110240887,32181,0.491,0.608753823,0.37748471,0.000573394,0.002866972,0.006307339,0.37712,0.090019,0.00728,0.006929
1019,G0100190,Alabama,Cherokee,9779,-0.549544943,20505,44.3,0.131276009,36241,0.857,0.924652524,0.047549378,0.007802975,0.001706901,0.013655206,0.41806,0.061179,0,0
1021,G0100210,Alabama,Chilton,17462,-0.603310045,31355,37.6,0.124650199,40834,0.867,0.872588104,0.096635305,0.005102854,0.001754106,0.020092489,0.609669,0.041359,0.01625,0.00566
1023,G0100230,Alabama,Choctaw,7968,-0.045933735,10705,44,0.119371946,35123,1,0.565156469,0.421298459,0,0.001401214,0.004670715,0.438699,0.056929,0.00433,0.01133
1025,G0100250,Alabama,Clarke,13851,-0.082015739,19330,39.9,0.12698966,30954,0.76,0.564666322,0.416968443,0.003103983,0.001293326,0.008277289,0.527769,0.063179,0.00043,0.00368
1027,G0100270,Alabama,Clay,6662,-0.456319424,10470,41.7,0.088493745,34556,1,0.835721108,0.149952245,0.002387775,0,0.00286533,0.63875,0.0745,0.013349,0
1029,G0100290,Alabama,Cleburne,6305,-0.682157018,11225,41.2,0.094760641,37244,1,0.951002227,0.035634744,0.002672606,0,0.004454343,0.69697,0.056369,0,0
1031,G0100310,Alabama,Coffee,19770,-0.492716237,36475,37.8,0.225777485,44626,0.472,0.769431117,0.168060315,0.006579849,0.008224812,0.02892392,0.51832,0.069209,0.03103,0.01612
1033,G0100330,Alabama,Colbert,23385,-0.203976908,41970,41.7,0.18038275,40158,0.439,0.818322611,0.156302121,0.005003574,0.003812247,0.008220157,0.546759,0.06188,0.026,0
1035,G0100350,Alabama,Conecuh,7022,0.01651951,10150,43.3,0.09731243,27064,0.809,0.546305419,0.43546798,0.006896552,0.000985222,0.000394089,0.324839,0.074159,0,0
1037,G0100370,Alabama,Coosa,5269,-0.162839248,8860,44.4,0.096528885,37425,1,0.681715576,0.307562077,0.000451467,0,0.001693002,0.36225,0.05,0,0
1039,G0100390,Alabama,Covington,15423,-0.583219866,29130,42.5,0.137619229,35321,0.697,0.861826296,0.114486783,0.005149331,0.001888088,0.008410573,0.53097,0.05542,0.00771,0.00712
1041,G0100410,Alabama,Crenshaw,6418,-0.355406669,10415,40.3,0.110266962,37309,1,0.744219653,0.240847784,0.005780347,0.001926782,0.003371869,0.535159,0.06292,0,0.01589
1043,G0100430,Alabama,Cullman,34457,-0.694982152,60050,40.1,0.141663177,39244,0.732,0.96203164,0.009741882,0.004829309,0.00316403,0.010907577,0.669889,0.04599,0.05738,0.0077
1045,G0100450,Alabama,Dale,18557,-0.421512098,36905,36,0.175439128,45247,0.509,0.750711286,0.182766563,0.003251592,0.010567674,0.035496545,0.357779,0.07387,0.00553,0.01717
1047,G0100470,Alabama,Dallas,20953,0.397270081,31770,37.3,0.133397829,26178,0.456,0.324677369,0.662889518,0.001101668,0.000472144,0.004249292,0.382569,0.05564,0.01223,0.007509
1049,G0100490,Alabama,DeKalb,23863,-0.548631773,48685,37.9,0.098695587,36853,0.901,0.924309336,0.016740269,0.011707918,0.003491835,0.026086063,0.45755,0.0552,0.037369,0.003529
1051,G0100510,Alabama,Elmore,35485,-0.487501761,59480,37.7,0.211075532,55514,0.542,0.771940148,0.202000673,0.004455279,0.004287155,0.00764963,0.35604,0.07442,0.008539,0.00653
1053,G0100530,Alabama,Escambia,14869,-0.255430762,29010,38.7,0.12188334,31075,0.635,0.638400552,0.314719062,0.03516029,0.001551189,0.005860048,0.467569,0.04825,0.01383,0
1055,G0100550,Alabama,Etowah,42530,-0.383893722,78815,40.2,0.151716795,37660,0.375,0.827126816,0.142993085,0.002981666,0.003298864,0.013068578,0.615879,0.055689,0.07301,0.00779
1057,G0100570,Alabama,Fayette,7946,-0.533224264,13360,43.1,0.115640047,33090,0.802,0.863398204,0.114146707,0.001871257,0.001122754,0.013098802,0.550429,0.046109,0.005219,0.007129
1059,G0100590,Alabama,Franklin,10859,-0.40482549,21895,38.3,0.121592097,37235,0.704,0.903402603,0.04407399,0.006394154,0.001141813,0.039506737,0.527789,0.037689,0.046899,0.01498
1061,G0100610,Alabama,Geneva,11320,-0.630388693,20375,42.2,0.108715376,33618,0.896,0.879509203,0.098159509,0.003680982,0.001472393,0.006625767,0.47805,0.073159,0.00187,0.00758
1063,G0100630,Alabama,Greene,5340,0.696067416,6860,41.4,0.116325847,23777,1,0.202623907,0.792274053,0.003644315,0.002186589,0,0.12537,0.04146,0.004089,0
1065,G0100650,Alabama,Hale,8643,0.254656948,11720,40.4,0.117270381,29409,0.892,0.420221843,0.57337884,0.001279863,0.000341297,0.000853242,0.276779,0.087939,0.00159,0.010089
1067,G0100670,Alabama,Henry,8760,-0.290525114,13160,42.9,0.157520073,40680,0.878,0.703647416,0.274696049,0,0.006838906,0.00949848,0.34823,0.05225,0,0
1069,G0100690,Alabama,Houston,41918,-0.403239658,75325,38.3,0.192567617,41828,0.338,0.723863259,0.242416197,0.002987056,0.005841354,0.014537006,0.595649,0.120579,0.02512,0.011019
1071,G0100710,Alabama,Jackson,20577,-0.418768528,40775,41.4,0.132146507,37059,0.77,0.922011036,0.033108522,0.019497241,0.001961987,0.009932557,0.453079,0.03975,0.02846,0.00607
1073,G0100730,Alabama,Jefferson,303918,0.059861542,486200,37,0.292834863,45415,0.098,0.561425339,0.411003702,0.001902509,0.007640889,0.011733854,0.46925,0.10181,0.08365,0.007219
1075,G0100750,Alabama,Lamar,7166,-0.531816913,11250,42.6,0.101505965,35271,1,0.872888889,0.114666667,0.000355556,0,0.008888889,0.61123,0.072439,0,0
1077,G0100770,Alabama,Lauderdale,36924,-0.308742281,71590,40.4,0.218676198,40701,0.493,0.879801648,0.09554407,0.004330214,0.004679425,0.010825534,0.441839,0.08714,0.02101,0.00732
1079,G0100790,Alabama,Lawrence,14112,-0.269628685,25980,41,0.129887428,39526,0.913,0.790030793,0.114126251,0.048498845,0.000577367,0.006351039,0.457529,0.034219,0.002529,0
1081,G0100810,Alabama,Lee,54359,-0.198918302,104920,29.6,0.312691265,43189,0.274,0.744614945,0.220358368,0.00204918,0.009578727,0.01405833,0.21455,0.108739,0.02048,0.00592
1083,G0100830,Alabama,Limestone,35459,-0.436165713,61440,38.7,0.218506328,48197,0.576,0.826334635,0.134114583,0.006673177,0.006103516,0.017333984,0.40567,0.059179,0.029739,0.007139
1085,G0100850,Alabama,Lowndes,7521,0.53064752,8520,40.7,0.141607215,28023,1,0.270539906,0.723004695,0.002934272,0,0.000469484,0.21586,0.133819,0,0
1087,G0100870,Alabama,Macon,10394,0.742158938,16895,36.6,0.194502517,27957,0.555,0.158034922,0.81858538,0.002071619,0,0.014205386,0.125629,0.054259,0.00466,0.010859
1089,G0100890,Alabama,Madison,155059,-0.186180744,246595,37.3,0.377826061,58242,0.164,0.701717391,0.235426509,0.00681279,0.015734301,0.023520347,0.31511,0.106129,0.04228,0.012359
1091,G0100910,Alabama,Marengo,11537,0.072029124,15755,41.1,0.176516606,34515,0.693,0.476356712,0.502380197,0.000952079,0.001269438,0.015550619,0.50749,0.09065,0.018359,0.010369
1093,G0100930,Alabama,Marion,12105,-0.615282941,23975,43.2,0.086998617,31970,0.889,0.934098019,0.040458811,0.002085506,0.002502607,0.013347237,0.529889,0.047439,0.0154,0.00715
1095,G0100950,Alabama,Marshall,32566,-0.600872075,63975,38.1,0.153433912,38649,0.533,0.943337241,0.016725283,0.006565064,0.00296991,0.021023837,0.46987,0.084579,0.090109,0.006549
1097,G0100970,Alabama,Mobile,174864,-0.092260271,301385,36.6,0.202881498,42973,0.2,0.630920583,0.33039136,0.007847106,0.010800139,0.011795544,0.36147,0.0734,0.077489,0.00573
1099,G0100990,Alabama,Monroe,10708,-0.077231976,17040,40,0.098574126,30996,0.79,0.575410798,0.398767606,0.014084507,0.002053991,0.002053991,0.37268,0.059689,0.004339,0.01322
1101,G0101010,Alabama,Montgomery,101924,0.242857423,167345,34.7,0.309206931,44401,0.105,0.430219009,0.534464729,0.002509785,0.010995249,0.013534913,0.30473,0.139439,0.041329,0.00825
1103,G0101030,Alabama,Morgan,49323,-0.445066196,86215,38.7,0.195307961,45852,0.386,0.84457461,0.115873108,0.0063794,0.003305689,0.015368555,0.49918,0.09781,0.070129,0.006349
1105,G0101050,Alabama,Perry,6099,0.502049516,7940,37,0.109562639,31008,1,0.341939547,0.64231738,0,0.003148615,0.009445844,0.27429,0.088379,0,0
1107,G0101070,Alabama,Pickens,9611,-0.069607741,14995,41.4,0.098356983,28762,1,0.586528843,0.394131377,0.001000333,0,0.011670557,0.49605,0.08118,0.00375,0
1109,G0101090,Alabama,Pike,14107,-0.136669738,24810,31.3,0.224665442,31702,0.517,0.610036276,0.360540105,0.008665861,0.004232164,0.008464329,0.306939,0.07423,0.00654,0.00982
1111,G0101110,Alabama,Randolph,10398,-0.398730525,17365,40.7,0.118779889,35074,0.813,0.776849986,0.192340916,0.001727613,0.000863807,0.018715808,0.3951,0.086329,0.0065,0
1113,G0101130,Alabama,Russell,18879,0.117696912,39795,35.6,0.146589218,33591,0.354,0.550194748,0.39917075,0.000502576,0.00414625,0.028521171,0.44667,0.046159,0.03012,0.01432
1115,G0101150,Alabama,St. Clair,35148,-0.66091954,62830,38.8,0.149010335,49652,0.728,0.890736909,0.086821582,0.004774789,0.003421932,0.008196721,0.407519,0.03417,0.01263,0
1117,G0101170,Alabama,Shelby,92507,-0.555471478,138615,36.9,0.405427379,69379,0.229,0.855967969,0.107708401,0.002741406,0.013418461,0.014067742,0.31747,0.082409,0.014779,0.00773
1119,G0101190,Alabama,Sumter,7027,0.545752099,10580,37.1,0.153068506,22655,1,0.266068053,0.718336484,0.00094518,0.005198488,0.005198488,0.19356,0.055869,0.00269,0
1121,G0101210,Alabama,Talladega,33373,-0.160039553,62420,39.4,0.122926445,35209,0.558,0.6677347,0.309596283,0.003524511,0.00064082,0.01201538,0.407079,0.055149,0.0215,0.00662
1123,G0101230,Alabama,Tallapoosa,18829,-0.322746827,31855,41.8,0.154845602,38611,0.742,0.729712761,0.251765814,0.00125569,0.000627845,0.009417674,0.473709,0.110049,0.02148,0.003799
1125,G0101250,Alabama,Tuscaloosa,78590,-0.174322433,148520,31.4,0.26565503,43996,0.255,0.691220038,0.280568274,0.001986264,0.008921357,0.011008618,0.36887,0.06378,0.01916,0.0064
1127,G0101270,Alabama,Walker,28521,-0.529224081,51455,41.5,0.102587303,37408,0.741,0.921193276,0.054124964,0.001068895,0.002234963,0.009522884,0.583649,0.038079,0.007799,0.007639
1129,G0101290,Alabama,Washington,8778,-0.317270449,12980,39.5,0.095493469,42256,1,0.676810478,0.233050848,0.069337442,0.004237288,0.006933744,0.420399,0.07064,0.00171,0
1131,G0101310,Alabama,Wilcox,6551,0.486795909,8560,38.8,0.11062821,24212,1,0.294392523,0.702102804,0,0,0.001752336,0.294939,0.04867,0.00103,0.00814
1133,G0101330,Alabama,Winston,9714,-0.723285979,19010,43.1,0.116596883,32830,0.849,0.962914256,0.007101526,0.002367175,0.001052078,0.014203051,0.55134,0.045619,0.009109,0.005509
2013,G0200130,Alaska,Aleutians East,412,-0.106075255,1425,40.7,0.157266365,58125,1,0.192982456,0.066666667,0.263157895,0.298245614,0.133333333,0.042659,0,0,0
2016,G0200160,Alaska,Aleutians West,929,0.283230503,3585,39.1,0.119791667,77292,1,0.39609484,0.064156206,0.172942817,0.185495119,0.132496513,0.041719,0.01475,0.03327,0.019059
2020,G0200200,Alaska,Anchorage,83869,-0.098621155,205295,32.9,0.327521304,76495,0.041,0.697289267,0.052241896,0.067731801,0.053654497,0.05835505,0.153099,0.039159,0.078709,0.04752
2050,G0200500,Alaska,Bethel,3710,0.472723973,10830,26.1,0.116485243,52349,0.739,0.146352724,0.004616805,0.783010157,0.00923361,0.010156971,0.029449,0.13025,0.19068,0.010109
2060,G0200600,Alaska,Bristol Bay,336,-0.245145787,675,42.7,0.198067633,79931,1,0.6,0.005925926,0.281481482,0.005925926,0.014814815,0.006019,0,0.060179,0
2068,G0200680,Alaska,Denali,682,-0.072785616,1405,41.4,0.256150507,74044,1,0.903914591,0.014234875,0.046263345,0.007117438,0.017793594,0.16977,0,0.06134,0.044909
2070,G0200700,Alaska,Dillingham,1283,0.229933134,3215,28.6,0.182631383,56857,1,0.225505443,0.00466563,0.66718507,0.00311042,0.0155521,0.091189,0.08995,0.11925,0.00908
2090,G0200900,Alaska,Fairbanks North Star,26615,-0.223119358,70255,30.7,0.285902905,69485,0.309,0.781296705,0.043342111,0.066827984,0.020923778,0.04448082,0.14334,0.04067,0.04299,0.046369
2100,G0201000,Alaska,Haines,948,-0.023331291,1875,42.9,0.329514457,50208,1,0.845333333,0.005333333,0.08,0.005333333,0.005333333,0.137159,0.059409,0.07376,0.032299
2105,G0201050,Alaska,Hoonah-Angoon,882,0.231099283,1715,48.3,0.254445126,48942,1,0.536443149,0.002332362,0.346938776,0.002332362,0.014577259,0.09209,0.009769,0.05814,0.03628
2110,G0201100,Alaska,Juneau,10676,0.194980032,23560,37.8,0.358694634,78947,0.215,0.729202037,0.007640068,0.112903226,0.041808149,0.041383701,0.09167,0.06181,0.06075,0.05471
2122,G0201220,Alaska,Kenai Peninsula,17150,-0.362478508,41735,40.9,0.235192929,59421,0.793,0.854917935,0.005990176,0.071402899,0.00814664,0.023601294,0.17487,0.025399,0.050719,0.052869
2130,G0201300,Alaska,Ketchikan Gateway,4097,-0.169983141,9960,38.4,0.235915493,59736,0.232,0.71686747,0.005522088,0.134036145,0.043172691,0.03313253,0.14224,0.04771,0.06826,0.05424
2150,G0201500,Alaska,Kodiak Island,3711,-0.18278323,8885,31.5,0.245879624,70976,0.313,0.603263928,0.010692178,0.150253236,0.148002251,0.058525605,0.091159,0.01597,0.036789,0.032299
2164,G0201640,Alaska,Lake and Peninsula,290,0.18407386,1030,28.7,0.168047337,49808,1,0.32038835,0,0.601941748,0.009708738,0.009708738,0,0,0,0
2170,G0201700,Alaska,Matanuska-Susitna,25012,-0.469416595,62780,34.8,0.212119051,70728,0.503,0.855925454,0.010194329,0.048343421,0.010353616,0.030503345,0.1694,0.025519,0.037689,0.060429
2180,G0201800,Alaska,Nome,2766,0.328657775,6250,28,0.154291225,51472,0.661,0.2088,0.0176,0.6856,0.008,0.0112,0.11873,0.23156,0.092709,0.012539
2185,G0201850,Alaska,North Slope,1837,0.300704291,6795,34.2,0.178819151,76679,0.593,0.408388521,0.006622517,0.473142016,0.027225901,0.023546726,0.048039,0.084519,0.0175,0.011769
2188,G0201880,Alaska,Northwest Arctic,1647,0.348914213,4830,25.7,0.10905825,60870,0.575,0.144927536,0.005175983,0.783643892,0.005175983,0.007246377,0.21853,0.054229,0.031899,0.008509
2195,G0201950,Alaska,Petersburg,1140,-0.052832278,2900,42.2,0.252218935,61696,1,0.75,0.006896552,0.129310345,0.018965517,0.032758621,0.113239,0.13237,0.023589,0.028829
2198,G0201980,Alaska,Prince of Wales-Hyder,1783,0.101990572,4130,39,0.160085379,45774,1,0.53874092,0.002421308,0.399515739,0.002421308,0.015738499,0.17359,0.026079,0.08095,0.0313
2220,G0202200,Alaska,Sitka,3194,0.115351736,6625,38.8,0.346357616,66895,0.209,0.686792453,0.004528302,0.16754717,0.04,0.038490566,0.104489,0.09031,0.051799,0.038729
2230,G0202300,Alaska,Skagway,404,0.273987246,730,46.7,0.218390805,71583,1,0.787671233,0,0.020547945,0.130136986,0.01369863,0.002069,0.06715,0.129129,0.079549
2240,G0202400,Alaska,Southeast Fairbanks,2175,-0.508166473,4965,36.3,0.223040857,62712,1,0.81470292,0.006042296,0.105740181,0.006042296,0.029204431,0.144259,0.02589,0.05207,0.057479
2261,G0202610,Alaska,Valdez-Cordova,3024,-0.218230632,7055,39.6,0.236495899,67421,1,0.756909993,0.002834869,0.138908576,0.030474841,0.024096386,0.162199,0.035799,0.04535,0.047429
2270,G0202700,Alaska,Wade Hampton,1652,0.595162843,4400,21.8,0.061827957,40608,1,0.042045455,0.002272727,0.898863636,0.000909091,0.000909091,0.095719,0,0.63185,0
2275,G0202750,Alaska,Wrangell,793,-0.328988546,1910,50.8,0.21901528,47348,1,0.761780105,0.007853403,0.123036649,0.010471204,0.007853403,0.11904,0.07767,0.12664,0.046429
2282,G0202820,Alaska,Yakutat,211,0.159959813,470,39.1,0.323255814,71705,1,0.468085106,0,0.393617021,0,0.008510638,0.08006,0,0.07553,0.086099
2290,G0202900,Alaska,Yukon-Koyukuk,1820,0.27559176,4075,35.6,0.091575092,35559,1,0.244171779,0.000981595,0.679754601,0.003680982,0.011042945,0.02935,0.384399,0.260019,0
4001,G0400010,Arizona,Apache,25848,0.344204581,48325,32.1,0.103264009,31615,0.741,0.230936368,0.003517848,0.708018624,0.002793585,0.044386963,0.053609,0.01,0.20974,0.209039
4003,G0400030,Arizona,Cochise,49003,-0.223476114,93665,39.9,0.223906312,45505,0.363,0.67437143,0.041050553,0.008060642,0.015267176,0.238402819,0.104859,0.02578,0.202629,0.060399
4005,G0400050,Arizona,Coconino,51731,0.155361389,97855,30.9,0.306532535,48320,0.315,0.622400491,0.012825098,0.24725359,0.00960605,0.093148025,0.08023,0.02794,0.050219,0.123739
4007,G0400070,Arizona,Gila,21528,-0.267465626,41100,47.8,0.156496807,38504,0.411,0.717274939,0.004744526,0.122141119,0.000973236,0.146836983,0.101049,0.027129,0.158949,0.088049
4009,G0400090,Arizona,Graham,11855,-0.376803037,25415,31.8,0.129074433,44421,0.464,0.571906355,0.024395042,0.125319693,0.006098761,0.262640173,0.053329,0.01507,0.166419,0.31612
4011,G0400110,Arizona,Greenlee,2974,-0.094821789,5900,33.7,0.123807743,49692,0.466,0.536440678,0.005932203,0.021186441,0.002542373,0.43220339,0.06768,0.00403,0.30911,0.144719
4012,G0400120,Arizona,La Paz,5717,-0.320797621,15180,54.1,0.100182723,35093,0.563,0.757575758,0.011528327,0.107378129,0.006587615,0.111330698,0.112939,0.01474,0.05413,0.048369
4013,G0400130,Arizona,Maricopa,1376558,-0.107221781,2488270,34.6,0.294721216,54385,0.024,0.714466276,0.04870854,0.01662199,0.026343604,0.18028992,0.140009,0.02728,0.1364,0.06359
4015,G0400150,Arizona,Mohave,70010,-0.423296672,152385,47.4,0.121784676,39383,0.23,0.857892837,0.009318502,0.010959084,0.007809168,0.093644388,0.06584,0.020289,0.092409,0.0407
4017,G0400170,Arizona,Navajo,37335,-0.0787197,73610,34.8,0.145920839,37683,0.541,0.491305529,0.009917131,0.402730607,0.004347235,0.077027578,0.129979,0.013119,0.06142,0.226159
4019,G0400190,Arizona,Pima,382250,0.069253107,691925,37.7,0.293891444,46443,0.075,0.654832532,0.031759222,0.023644181,0.020269538,0.255873108,0.10026,0.03778,0.20787,0.029239
4021,G0400210,Arizona,Pinal,108315,-0.16408623,249650,35.8,0.183304824,50164,0.219,0.667634689,0.044382135,0.052613659,0.011776487,0.206749449,0.05459,0.015619,0.1045,0.037479
4023,G0400230,Arizona,Santa Cruz,13894,0.377932921,25075,35.5,0.192973845,37692,0.269,0.26221336,0.004586241,0.000797607,0.006380857,0.723828515,0.042369,0.009679,0.320899,0.018469
4025,G0400250,Arizona,Yavapai,100283,-0.304637875,164055,49.3,0.244277789,43652,0.332,0.88156411,0.004023041,0.015330225,0.00743653,0.080887507,0.10878,0.02144,0.078189,0.04553
4027,G0400270,Arizona,Yuma,41953,-0.126164994,113330,33.6,0.141520791,41156,0.104,0.496823436,0.023294803,0.012794494,0.010985617,0.445380747,0.0937,0.020829,0.221719,0.032179
5001,G0500010,Arkansas,Arkansas,6494,-0.222051124,14270,41.5,0.130147394,39883,0.347,0.753328662,0.225297828,0.001751927,0.003153469,0.008058865,0.51049,0.131449,0.015769,0
5003,G0500030,Arkansas,Ashley,7921,-0.253503346,16205,39.5,0.1312165,38069,0.517,0.715828448,0.253625424,0.000617093,0.001234187,0.023141006,0.652769,0.04617,0.03176,0
5005,G0500050,Arkansas,Baxter,19339,-0.440353689,33715,50.8,0.15500843,35209,0.658,0.967225271,0.003410945,0.004745662,0.003855851,0.012605665,0.35854,0.060899,0.056829,0.017579
5007,G0500070,Arkansas,Benton,79257,-0.403875998,145820,34.5,0.281166248,53515,0.252,0.878857496,0.011109587,0.01429845,0.014812783,0.061411329,0.32785,0.06704,0.075709,0.019019
5009,G0500090,Arkansas,Boone,15391,-0.479955818,28330,41.4,0.153903201,38364,0.622,0.960995411,0.00388281,0.004588775,0.001588422,0.014648782,0.636399,0.06604,0.026289,0.015529
5011,G0500110,Arkansas,Bradley,3652,-0.187568456,8405,40.2,0.112971789,32321,0.496,0.637120762,0.285544319,0.00297442,0,0.066032124,0.502689,0.084459,0.033799,0
5013,G0500130,Arkansas,Calhoun,2174,-0.367065317,4270,42.4,0.068223563,31425,1,0.745901639,0.233021077,0,0,0.00234192,0.371089,0.04396,0,0
5015,G0500150,Arkansas,Carroll,10183,-0.238534813,20240,44.2,0.165286674,35558,0.728,0.906126482,0.001976285,0.006916996,0.002964427,0.059782609,0.28879,0.05389,0.034609,0.010199
5017,G0500170,Arkansas,Chicot,4361,0.224489796,8805,42.5,0.141936284,25188,0.543,0.446905168,0.532084043,0.000454287,0.002271437,0.013060761,0.359319,0.0422,0.04449,0
5019,G0500190,Arkansas,Clark,8409,-0.063265549,18315,33.6,0.216248418,32393,0.544,0.737646738,0.225498226,0.003276003,0.001638002,0.023751024,0.53312,0.07545,0.00348,0.01057
5021,G0500210,Arkansas,Clay,5110,-0.290998043,12425,42.9,0.099395448,32695,0.589,0.974647887,0.003219316,0.00362173,0.000321932,0.009657948,0.395139,0.04813,0.00187,0
5023,G0500230,Arkansas,Cleburne,11647,-0.521421825,20540,46.4,0.169221853,39410,0.755,0.968597858,0.004868549,0.003164557,0.000730282,0.008763389,0.368889,0.092719,0.015589,0.02276
5025,G0500250,Arkansas,Cleveland,3266,-0.449479486,6505,40.2,0.14302782,38060,1,0.869331284,0.107609531,0,0,0.009992314,0.390379,0.06284,0,0
5027,G0500270,Arkansas,Columbia,9455,-0.236171338,18485,36.1,0.190510284,34895,0.575,0.636191507,0.354070868,0.002163917,0.000540979,0.002434406,0.304939,0.080319,0.00896,0.00949
5029,G0500290,Arkansas,Conway,7730,-0.195213454,15825,40.4,0.144156117,32625,0.705,0.85371248,0.118799368,0.007582938,0.001263823,0.011690363,0.3071,0.03977,0.084189,0.016079
5031,G0500310,Arkansas,Craighead,31700,-0.309873817,70405,33.1,0.237260093,41054,0.322,0.85377459,0.112847099,0.003337831,0.006107521,0.015694908,0.458139,0.05607,0.025609,0.006769
5033,G0500330,Arkansas,Crawford,20591,-0.498470205,44170,38,0.133353207,39981,0.52,0.914987548,0.011206701,0.010640706,0.008489925,0.027394159,0.41206,0.06081,0.02039,0.009849
5035,G0500350,Arkansas,Crittenden,16716,0.148899258,35455,33.8,0.145584802,36521,0.209,0.502044846,0.477365675,0.000987167,0.002397405,0.009448597,0.327079,0.055109,0.01031,0.00796
5037,G0500370,Arkansas,Cross,6681,-0.297859602,13365,39.4,0.119491103,39665,0.568,0.764683876,0.215862327,0.002992892,0.003741115,0.003367003,0.50297,0.084109,0.019589,0
5039,G0500390,Arkansas,Dallas,3084,-0.106355383,6085,42.9,0.101614952,30309,0.526,0.579293344,0.4157765,0.000657354,0.004108463,0,0.347949,0.072819,0.00444,0.007889
5041,G0500410,Arkansas,Desha,4420,0.123755656,9330,39.1,0.127726218,29504,0.314,0.514469453,0.465166131,0.00375134,0,0.013397642,0.47455,0.06581,0.006299,0
5043,G0500430,Arkansas,Drew,6633,-0.18950701,14065,37.5,0.207817534,32087,0.486,0.702097405,0.274795592,0.000710985,0.001777462,0.014930679,0.481769,0.09476,0.01307,0.01183
5045,G0500450,Arkansas,Faulkner,41460,-0.315991317,83620,31.4,0.261735315,49008,0.388,0.861396795,0.096806984,0.004424779,0.006039225,0.020150682,0.351899,0.05942,0.044939,0.012869
5047,G0500470,Arkansas,Franklin,6540,-0.444189602,13635,40.8,0.124712832,35918,0.826,0.947561423,0.007334067,0.006967363,0.004033737,0.01760176,0.31443,0.064329,0.03917,0
5049,G0500490,Arkansas,Fulton,4522,-0.331048209,9650,46.9,0.103444407,35059,0.929,0.969430052,0.003626943,0.003108808,0.004663212,0.008290155,0.407759,0.032829,0,0
5051,G0500510,Arkansas,Garland,40728,-0.299793754,74110,44.2,0.204014892,38680,0.369,0.882606936,0.073809203,0.006072055,0.004385373,0.022669006,0.32548,0.11189,0.046869,0.011269
5053,G0500530,Arkansas,Grant,6479,-0.518752894,13280,39.4,0.169836283,49063,0.75,0.962725904,0.020707831,0.002259036,0.000301205,0.006024096,0.407939,0.05064,0.00381,0
5055,G0500550,Arkansas,Greene,13761,-0.368505196,31290,37.8,0.125013467,38481,0.415,0.968200703,0.006711409,0.003036114,0,0.010386705,0.474319,0.06134,0.00974,0.005269
5057,G0500570,Arkansas,Hempstead,6921,-0.262389828,15485,38.6,0.149268026,31193,0.558,0.650952535,0.310946077,0,0.000258314,0.026154343,0.324649,0.056479,0.01707,0.00991
5059,G0500590,Arkansas,Hot Spring,11260,-0.290142096,25120,39.6,0.128100638,39652,0.66,0.861664013,0.107882166,0.004578025,0,0.016520701,0.386839,0.04714,0.00273,0
5061,G0500610,Arkansas,Howard,4462,-0.318467055,9560,37.1,0.112676056,35236,0.675,0.750523013,0.216527197,0.009937238,0.003661088,0.017259414,0.400389,0.057579,0.01088,0
5063,G0500630,Arkansas,Independence,12397,-0.439380495,26900,38,0.132612847,34374,0.686,0.94535316,0.025650558,0.005390335,0.000371747,0.016356877,0.470079,0.08153,0.00955,0.00982
5065,G0500650,Arkansas,Izard,5278,-0.388594165,10955,47.3,0.114325069,31011,1,0.955727978,0.013692378,0.002282063,0.00036513,0.014148791,0.41275,0.05724,0.00913,0
5067,G0500670,Arkansas,Jackson,5347,-0.182719282,14060,40.9,0.094818694,31692,0.651,0.810099573,0.158605974,0.005334282,0.001066856,0.012802276,0.475579,0.05584,0.002779,0
